text,label,lang,text_trans
"සරලව කිව්වොත් ඔව්! මොකද බල්ලෙක් වෙලා ඉපදෙන්න එක පවක් තමයි, මොකද මනුස්ස ආත්මයක් නෙවෙයි නේ හැබැයි ගෙදරක හැදෙන බල්ලා පින් කරලා තියනවා අනිත් පරෙ හැදෙන බල්ලොන්ට වඩා, මොකද එයාට කන්න ඉන්න ආදරය කරන්න කට්ටිය ඉන්නවා. ඒ වගේ තමා ඉතින් ආබාධිත උණත් මන් කියන්නේ මනුස්ස ආත්මයක් ලබන්න පින් ඇති!",0,si,"Simply put, yes, because it's a sin to be born a dog, because a human being is not a soul, but a domestic dog has more skin than any other domestic dog, because he has lovers to eat, and that's what makes a disabled person so he's probably not a soul!"
ඔයා තරන් වල් නෑ ඩාලින්...,0,si,"You're not that wild, Darling."
අක්කිලා පිං පාටයි... ඇන්ටිලා පෙම් පාටයි... නංගිලා ගොන් පාටයි.,1,si,"Sisters are pink, aunts are black, sisters are stupid."
යකෝ මාත් කාලයක් උන්නා පස්සෙ ඔබලම ඇතිවෙල ඇප් එකම උගුල්ලම දැම්මා,0,si,"I've been here a while, and you've been on your own, and the app is setting the same trap."
""" වේසි "" ඔයා වේසි කියල හඟවන්නේ කා හටද? ඒසේ කීම සදාචාරාත්මක නැති බව වැටහෙන්නෙ නැතිද.මේ ඔයාටත්.නංගියෙක් අක්කේ්ක් නැද්ද?ඇයි මේ වගේ ඒවා දාන්නෙ ? අනික කාන්තාවකට මුලින්ම ගරුකරන්න ඉගෙනගන්න. මේ ඇති නේද..අහල අහල එපාවෙලා තියෙන්නෙ",1,si,"""Worky"" You're telling who you're a whore to? You don't understand that saying is immoral."
අනේ හුකන්නෝ!!! ක්‍රිකට් ගහනව නම් ක්‍රිකට් ගහන් හිටපල්ලා පුක දීගෙන හැමිනෙන්නේ නැතුව... තොපේ අම්මගේ රෙද්ද... කලු සල්ලි කිව්ව ගමන් ට්‍රිගර් වෙන ගොන් පකයො ටිකක් දාගෙන ගහන මොන ක්‍රිකට් ද මේවා !,1,si,"Fuck, you're playing cricket without a cricket ball and a cricket ball and your motherfucking motherfucking cricket is a game of triggers with some stupid shit on your head!"
යකෝ අර Livingstone කාරයා දර පලනවනේ.පිස්සු ගැහිල්ලක්.,0,si,That Livingstone guy is a wood-burner.
ගොවියා මඩ සෝදගන්නෙ රජ කමට වගේ? GIF,0,si,The farmer washes the mud like a king?
පයියට පයිය නොකියා අඹ ගහ වටග් නමක් කිවුවනං ඒක තමා ඒයි කුනුහරපෙ,1,si,"If you don't walk on foot and say a name for a crab tree, that's it, you son of a bitch."
"අනේ යකෝ තො කාලකන්නි ෆොටෝ ගහලා මේකේ දාපන් තොගේ කෙරුවාව.තොපේ අන්ඩුව කලින් ඉදන් දැනගෙන ඉදලා තියනවා මේ විනාශය ,කාලකන්නියා අහිංසක ජිවිත නැති උනා නිසා හිනා වෙනවා වගේ සක්කිලි වැඩ පකෝමේ.තොපිට අපි බය නෑ පුලුවන් දෙයක් කරපන් අපිට මෙහෙම ලියනවට.තෝ ආචාර්ය පට්ටම ගත්තේ කොහෙන්ද කියපන් මුලින්",1,si,"You're gonna take a fucking picture and put your ass in it. Your asshole knows all about this mess, and the innocent man's life is gonna be so hard to laugh at."
තෝ GOT බලල මල වදේ.. හැම තැනම කැ ගහනවා..,0,si,"You're gonna see the flowers, you're gonna be all over the place."
පොලිසිය ඔයා කොහෙද ඉන්නේ,0,si,"Police, where are you?"
මේක කරන්න දවස් 4ක් ගියා...,0,si,It took four days to do this...
මැද මුලන වලව්වේ ඉදන් නිවැරිදි තීන්දූ තීරණ ගත්ත නිසා..තමයි අද මේ වගේ පඩි කථා කියන බොහොමයක් එවුන් මේකේ කොටන්න වත් ජීවතුන් අතර ඉන්නේ..... වෙද්දීත් ජංගියේ චූ පෙරාගත්ත හුජ්ජ එවුන් මේවා දන්නේ නෑ..... kavinda bandara · 8 Oct 2019 දේශපාලන පක්ෂඅනුව තීරණ ගන්නා ආයතන .එජාපය - කෘත්‍යාධිකාරි මණ්ඩලය .ශ්‍රීලනිපය - මධ්‍යම කාරක සභාව .ජවිපේ - දේශපාලන මණ්ඩලය .ශ්‍රීලංමුකෝ - උත්තරීතර මණ්ඩලය .පෙරටුගාමී - විධායක සභාව .ජාතික හෙල උරුමය - මධ්‍යම කාරක සභාව .ටීඑන්ඒ - මධ්‍යම කාරක සභාව .ශ්‍රීලංපොපේ - මැදමුලන වලව්ව Copied,1,si,"The same decision has been made since the mid-1990s, and many of those who are still alive today are still alive and well, and the people who have been living in the jungle do not know this."
මේවාගේ මිනිහ හරියට කතාකරල තියෙනවා මම පොන්නයද කියල උඹ කිවුවද ඌට නම් පුකේ අරින්න ගියේ නෑඔය කිවුව පයිය කටට අරන්ද දන්නෑ ගොන්ද නැද්ද බැලුවේ,1,si,This guy's been talking right. You told him I was a pussy. You told him he wasn't gonna open his mouth.
නොදකින් තෝපි දෙන්නා,1,si,The two fucking tops.
I liked a URL ලැජ්ජා නහරය බිජ්ජ ලගින්ම කපා,1,si,I liked a URL cut off the urethra near the vagina.
මොකා වුණත් සාප වේවා! උන්ගේ වෙලාව විතරද වටින්නේ? අනෙක මුන් මෙච්චර කලබලේ ගිහින් කොරන්නෙ මොනවද? ්නෝ! ියෝයහපාලනය,1,si,"What the hell is wrong with them, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so busy, they're so"
"රෙද්ද . මං ඉස්කොලෙ ගියෙ නැත්තන් එදාට එක ගුරුවරයෙක්වත් ඇවිල්ලත් නෑ, හෝම් වර්ක් බලලත් නෑ බර්ත් ඩේ එකකුත් තිබිල -_- :/ කරුමෙ :/",0,si,"I didn't go to school, and there wasn't a teacher, or homework, or a birthday party."
කොයි බල්ලා උනත් වට තුන කැරකිලා තමයි නිදා ගන්නේ...,0,si,Any dog can sleep three rounds...
"මාළු කෑල්ල පැටවූ දාල තියෙයි ද දන්නේ නෑ, breeding tank එක එනකොට හයියෝ සල්ලි",0,si,"I don't know if there's any fish in the tank, but the breeding tank is coming."
"ඔය 'මම නං නෑ ඔය අලුරුදු නැකැත් ෆලෝ කරන්නේ, මං හරි බුද්ධිමත් ඔයාලට වඩා මං ස්මාට්' වයිබ්ස් දෙන ප්‍රාඥ ලෙවල් ඩයල් ඉන්නවා නේද. ඕකුන් තමා ටියුෂන් ක්ලාස්වලත් ඉස්සරහම පේළියේ ඉඳං වචනයක් නොතේරුනත් නොබෙල් එක අතේ වගේ කැරකිලා අන්තිමේ විභාගෙට බල්ලා පුක බිම උලන්හැහෙ ගිය පජා උන ඩයල්ස්",0,si,"You're not following these newcomers, I'm smarter than you are, you're the smartest level dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you're the smartest dialer in the classroom, you'"
